,model,fitness,episode
2149,./models\v1_20241128-225032_6fe0f1e9_71300.pth,44.91864669846022,71300
2150,./models\v1_20241128-225032_6fe0f1e9_71400.pth,91.68250847406587,71400
2151,./models\v1_20241128-225032_6fe0f1e9_71500.pth,109.13342907425307,71500
2152,./models\v1_20241128-225032_6fe0f1e9_71600.pth,109.60705563333767,71600
2153,./models\v1_20241128-225032_6fe0f1e9_71700.pth,107.42397562134424,71700
2154,./models\v1_20241128-225032_6fe0f1e9_71800.pth,112.4796089000499,71800
2155,./models\v1_20241128-225032_6fe0f1e9_71900.pth,100.61911149922638,71900
2156,./models\v1_20241128-225032_6fe0f1e9_72000.pth,86.03188002007123,72000
2157,./models\v1_20241128-225032_6fe0f1e9_72100.pth,98.24815836692063,72100
2158,./models\v1_20241128-225032_6fe0f1e9_72200.pth,88.12659984048015,72200
2159,./models\v1_20241128-225032_6fe0f1e9_72300.pth,61.526946997109135,72300
2160,./models\v1_20241128-225032_6fe0f1e9_72400.pth,73.73640556154365,72400
2161,./models\v1_20241128-225032_6fe0f1e9_72500.pth,83.25896468426443,72500
2162,./models\v1_20241128-225032_6fe0f1e9_72600.pth,80.83464240203523,72600
2163,./models\v1_20241128-225032_6fe0f1e9_72700.pth,74.34527338982949,72700
2164,./models\v1_20241128-225032_6fe0f1e9_72800.pth,73.91870003511109,72800
2165,./models\v1_20241128-225032_6fe0f1e9_72900.pth,82.17203923400342,72900
2166,./models\v1_20241128-225032_6fe0f1e9_73000.pth,58.91961759994593,73000
2167,./models\v1_20241128-225032_6fe0f1e9_73100.pth,41.657765293487756,73100
2168,./models\v1_20241129-193459_49e4846d_63000.pth,139.95577404875468,63000
2169,./models\v1_20241129-193459_49e4846d_63100.pth,135.40698033158333,63100
2170,./models\v1_20241129-193459_49e4846d_63200.pth,98.76732023546354,63200
2171,./models\v1_20241129-234029_49e4846d_63000.pth,135.53087611842255,63000
2172,./models\v1_20241129-234029_49e4846d_63100.pth,124.90829882935228,63100
2173,./models\v1_20241129-234029_49e4846d_63200.pth,120.58669794733589,63200
2174,./models\v1_20241129-234029_49e4846d_63300.pth,124.78041559072967,63300
2175,./models\v1_20241129-234029_49e4846d_63400.pth,122.77067242471094,63400
2176,./models\v1_20241129-234029_49e4846d_63500.pth,126.91355313237254,63500
2177,./models\v1_20241129-234029_49e4846d_63600.pth,125.7479137840552,63600
2178,./models\v1_20241129-234029_49e4846d_63700.pth,123.66364014992931,63700
2179,./models\v1_20241129-234029_49e4846d_63800.pth,125.49059985885098,63800
2180,./models\v1_20241129-234029_49e4846d_63900.pth,119.14764626954644,63900
2181,./models\v1_20241129-234029_49e4846d_64000.pth,122.23037745806809,64000
2182,./models\v1_20241129-234029_49e4846d_64100.pth,129.10422042911702,64100
2183,./models\v1_20241129-234029_49e4846d_64200.pth,123.43821845018249,64200
2184,./models\v1_20241130-095346_49e4846d_64200.pth,121.04051737642,64200
2185,./models\v1_20241130-095346_49e4846d_64300.pth,122.2478073915964,64300
2186,./models\v1_20241130-095346_49e4846d_64400.pth,102.28775937341001,64400
2187,./models\v1_20241130-095346_49e4846d_64500.pth,109.45142258640168,64500
2188,./models\v1_20241130-095346_49e4846d_64600.pth,119.87487178973544,64600
2189,./models\v1_20241130-095346_49e4846d_64700.pth,117.87652375669956,64700
2190,./models\v1_20241130-095346_49e4846d_64800.pth,120.14999571472464,64800
2191,./models\v1_20241130-095346_49e4846d_64900.pth,117.4395544983719,64900
2192,./models\v1_20241130-095346_49e4846d_65000.pth,121.29679761630958,65000
2193,./models\v1_20241130-095346_49e4846d_65100.pth,117.38769975590577,65100
2194,./models\v1_20241130-095346_49e4846d_65200.pth,119.01286378519606,65200
2195,./models\v1_20241130-095346_49e4846d_65300.pth,123.96120844300677,65300
2196,./models\v1_20241130-095346_49e4846d_65400.pth,114.03087341554587,65400
2197,./models\v1_20241130-095346_49e4846d_65500.pth,114.80736141759961,65500
2198,./models\v1_20241130-095346_49e4846d_65600.pth,110.42139375185084,65600
2199,./models\v1_20241130-095346_49e4846d_65700.pth,114.78753493889064,65700
2200,./models\v1_20241130-095346_49e4846d_65800.pth,115.5871598107231,65800
2201,./models\v1_20241130-095346_49e4846d_65900.pth,108.8663362978723,65900
2202,./models\v1_20241130-095346_49e4846d_66000.pth,108.96983429080333,66000
2203,./models\v1_20241130-095346_49e4846d_66100.pth,110.82876907980776,66100
2204,./models\v1_20241130-095346_49e4846d_66200.pth,105.83503735294245,66200
2205,./models\v1_20241130-095346_49e4846d_66300.pth,101.49334015936205,66300
2206,./models\v1_20241130-095346_49e4846d_66400.pth,86.99799814847088,66400
2207,./models\v1_20241130-095346_49e4846d_66500.pth,99.35951685889276,66500
2208,./models\v1_20241130-095346_49e4846d_66600.pth,98.70857797922119,66600
2209,./models\v1_20241204-141922_48ab8161_62900.pth,145.3892636829088,62900
2210,./models\v1_20241204-141922_48ab8161_63000.pth,122.43450423523699,63000
2211,./models\v1_20241204-141922_48ab8161_63100.pth,115.84762849566727,63100
2212,./models\v1_20241204-141922_48ab8161_63200.pth,125.83391942583565,63200
2213,./models\v1_20241204-141922_48ab8161_63300.pth,130.30186652585513,63300
2214,./models\v1_20241204-141922_48ab8161_63400.pth,124.90416042001881,63400
2215,./models\v1_20241204-141922_48ab8161_63500.pth,111.4793894006387,63500
2216,./models\v1_20241204-141922_48ab8161_63600.pth,125.01075987583107,63600
2217,./models\v1_20241204-141922_48ab8161_63700.pth,129.2940702451698,63700
2218,./models\v1_20241204-141922_48ab8161_63800.pth,131.04690858490855,63800
2219,./models\v1_20241204-141922_48ab8161_63900.pth,130.34093537987388,63900
2220,./models\v1_20241204-141922_48ab8161_64000.pth,138.59274013679595,64000
2221,./models\v1_20241204-141922_48ab8161_64100.pth,123.24296515543871,64100
2222,./models\v1_20241204-141922_48ab8161_64200.pth,117.39255990878468,64200
2223,./models\v1_20241204-141922_48ab8161_64300.pth,122.47676515464094,64300
2224,./models\v1_20241204-141922_48ab8161_64400.pth,121.54185580739336,64400
2225,./models\v1_20241204-141922_48ab8161_64500.pth,141.0707882070648,64500
2226,./models\v1_20241204-141922_48ab8161_64600.pth,139.93466676231375,64600
2227,./models\v1_20241204-141922_48ab8161_64700.pth,132.81559616326416,64700
2228,./models\v1_20241204-141922_48ab8161_64800.pth,136.1917120974783,64800
2229,./models\v1_20241204-141922_48ab8161_64900.pth,129.3683616476396,64900
2230,./models\v1_20241204-141922_48ab8161_65000.pth,119.57478099119609,65000
2231,./models\v1_20241204-141922_48ab8161_65100.pth,111.27988254099178,65100
2232,./models\v1_20241204-141922_48ab8161_65200.pth,112.15439677608582,65200
2233,./models\v1_20241204-141922_48ab8161_65300.pth,66.71020377741479,65300
2234,./models\v1_20241204-141922_48ab8161_65400.pth,134.28951101790958,65400
2235,./models\v1_20241204-141922_48ab8161_65500.pth,142.0095655444294,65500
2236,./models\v1_20241204-141922_48ab8161_65600.pth,126.4671259034252,65600
2237,./models\v1_20241204-141922_48ab8161_65700.pth,115.95268052551437,65700
2238,./models\v1_20241204-141922_48ab8161_65800.pth,134.49483917912633,65800
2239,./models\v1_20241204-141922_48ab8161_65900.pth,120.55268714399121,65900
2240,./models\v1_20241204-141922_48ab8161_66000.pth,114.92896828228395,66000
2241,./models\v1_20241204-141922_48ab8161_66100.pth,119.28587574068277,66100
2242,./models\v1_20241204-141922_48ab8161_66200.pth,130.65148490003787,66200
2243,./models\v1_20241204-141922_48ab8161_66300.pth,101.94966116496566,66300
2244,./models\v1_20241204-141922_48ab8161_66400.pth,103.3887379882866,66400
2245,./models\v1_20241204-141922_48ab8161_66500.pth,111.73008560164078,66500
2246,./models\v1_20241204-141922_48ab8161_66600.pth,109.74024782613611,66600
2247,./models\v1_20241204-191930_7e41d077_66600.pth,112.41356890839043,66600
2248,./models\v1_20241204-191930_7e41d077_66700.pth,93.94393666630702,66700
2249,./models\v1_20241204-191930_7e41d077_66800.pth,88.93714816461379,66800
2250,./models\v1_20241204-191930_7e41d077_66900.pth,110.63788023456773,66900
2251,./models\v1_20241204-191930_7e41d077_67000.pth,124.42652964670145,67000
2252,./models\v1_20241204-191930_7e41d077_67100.pth,103.62148852090064,67100
2253,./models\v1_20241204-191930_7e41d077_67200.pth,116.85288051832764,67200
2254,./models\v1_20241204-191930_7e41d077_67300.pth,120.66335027562545,67300
2255,./models\v1_20241204-191930_7e41d077_67400.pth,121.5992650190294,67400
2256,./models\v1_20241204-191930_7e41d077_67500.pth,119.48032929140707,67500
2257,./models\v1_20241204-191930_7e41d077_67600.pth,116.77328716951168,67600
2258,./models\v1_20241204-191930_7e41d077_67700.pth,120.71740320649074,67700
2259,./models\v1_20241204-191930_7e41d077_67800.pth,120.70706625327479,67800
2260,./models\v1_20241204-191930_7e41d077_67900.pth,119.72433937920931,67900
2261,./models\v1_20241204-191930_7e41d077_68000.pth,102.57770954876202,68000
2262,./models\v1_20241204-191930_7e41d077_68100.pth,124.05581573070371,68100
2263,./models\v1_20241204-191930_7e41d077_68200.pth,118.3310966868608,68200
2264,./models\v1_20241204-191930_7e41d077_68300.pth,125.31271911350964,68300
2265,./models\v1_20241204-191930_7e41d077_68400.pth,123.5220581152608,68400
2266,./models\v1_20241204-191930_7e41d077_68500.pth,121.35243428778404,68500
2267,./models\v1_20241204-191930_7e41d077_68600.pth,134.242484547706,68600
2268,./models\v1_20241204-191930_7e41d077_68700.pth,126.02357685055216,68700
2269,./models\v1_20241204-191930_7e41d077_68800.pth,128.906051604499,68800
2270,./models\v1_20241204-191930_7e41d077_68900.pth,112.94693713144773,68900
2271,./models\v1_20241204-191930_7e41d077_69000.pth,128.44329332860025,69000
2272,./models\v1_20241204-191930_7e41d077_69100.pth,130.17404941628843,69100
2273,./models\v1_20241204-191930_7e41d077_69200.pth,113.70588781668121,69200
2274,./models\v1_20241204-191930_7e41d077_69300.pth,127.53847819189988,69300
2275,./models\v1_20241204-191930_7e41d077_69400.pth,132.68674278795822,69400
2276,./models\v1_20241204-191930_7e41d077_69500.pth,118.3838394868077,69500
2277,./models\v1_20241204-191930_7e41d077_69600.pth,135.2970320328335,69600
2278,./models\v1_20241204-191930_7e41d077_69700.pth,147.64941233803322,69700
2279,./models\v1_20241204-191930_7e41d077_69800.pth,142.54750952048383,69800
2280,./models\v1_20241204-191930_7e41d077_69900.pth,140.24074051814478,69900
2281,./models\v1_20241204-191930_7e41d077_70000.pth,136.97924301479216,70000
2282,./models\v1_20241204-191930_7e41d077_70100.pth,131.44267695260788,70100
2283,./models\v1_20241204-191930_7e41d077_70200.pth,139.37469624643217,70200
2284,./models\v1_20241204-191930_7e41d077_70300.pth,124.79456172422171,70300
2285,./models\v1_20241205-152014_7e41d077_69700.pth,142.71700235965574,69700
2286,./models\v1_20241205-152014_7e41d077_69800.pth,136.5237594422548,69800
2287,./models\v1_20241205-153344_7e41d077_69700.pth,146.35064770758794,69700
2288,./models\v1_20241205-153344_7e41d077_69800.pth,130.53752469262972,69800
2289,./models\v1_20241205-153344_7e41d077_69900.pth,141.23543427166354,69900
2290,./models\v1_20241205-153344_7e41d077_70000.pth,136.80906276752228,70000
2291,./models\v1_20241205-153344_7e41d077_70100.pth,125.68912039202249,70100
2292,./models\v1_20241205-153344_7e41d077_70200.pth,130.84643738727374,70200
2293,./models\v1_20241205-153344_7e41d077_70300.pth,150.9893928827635,70300
2294,./models\v1_20241205-153344_7e41d077_70400.pth,146.36428409475408,70400
2295,./models\v1_20241205-153344_7e41d077_70500.pth,141.63408140551417,70500
2296,./models\v1_20241205-153344_7e41d077_70600.pth,137.81233032331977,70600
2297,./models\v1_20241205-153344_7e41d077_70700.pth,131.23103188820437,70700
2298,./models\v1_20241205-153344_7e41d077_70800.pth,122.5686598587942,70800
2299,./models\v1_20241205-153344_7e41d077_70900.pth,125.11111919971667,70900
2300,./models\v1_20241205-153344_7e41d077_71000.pth,128.91962635890414,71000
2301,./models\v1_20241205-153344_7e41d077_71100.pth,129.45830211551348,71100
2302,./models\v1_20241205-153344_7e41d077_71200.pth,130.65628835505993,71200
2303,./models\v1_20241205-153344_7e41d077_71300.pth,133.51297854882552,71300
2304,./models\v1_20241205-153344_7e41d077_71400.pth,133.21813502305443,71400
2305,./models\v1_20241205-153344_7e41d077_71500.pth,135.22077274586874,71500
2306,./models\v1_20241205-153344_7e41d077_71600.pth,139.48239578119214,71600
2307,./models\v1_20241205-153344_7e41d077_71700.pth,130.783646909852,71700
2308,./models\v1_20241205-153344_7e41d077_71800.pth,143.53692177593186,71800
2309,./models\v1_20241205-153344_7e41d077_71900.pth,153.0347952844477,71900
2310,./models\v1_20241205-153344_7e41d077_72000.pth,144.0328427761133,72000
2311,./models\v1_20241205-153344_7e41d077_72100.pth,116.53115780684811,72100
2312,./models\v1_20241205-153344_7e41d077_72200.pth,138.93848413822357,72200
2313,./models\v1_20241205-153344_7e41d077_72300.pth,133.94581374136374,72300
2314,./models\v1_20241205-153344_7e41d077_72400.pth,134.54626576387165,72400
2315,./models\v1_20241205-153344_7e41d077_72500.pth,143.19767167391714,72500
2316,./models\v1_20241205-153344_7e41d077_72600.pth,127.37409401415094,72600
2317,./models\v1_20241205-153344_7e41d077_72700.pth,130.2209188195601,72700
2318,./models\v1_20241205-153344_7e41d077_72800.pth,131.81702587090768,72800
2319,./models\v1_20241205-153344_7e41d077_72900.pth,133.54109049839244,72900
2320,./models\v1_20241205-153344_7e41d077_73000.pth,85.28481301528299,73000
2321,./models\v1_20241205-153344_7e41d077_73100.pth,117.620512126112,73100
2322,./models\v1_20241205-153344_7e41d077_73200.pth,99.31464785481225,73200
2323,./models\v1_20241205-153344_7e41d077_73300.pth,123.87990880742841,73300
2324,./models\v1_20241205-153344_7e41d077_73400.pth,130.55760054474297,73400
2325,./models\v1_20241205-153344_7e41d077_73500.pth,131.94904551535288,73500
2326,./models\v1_20241205-153344_7e41d077_73600.pth,144.0833277069209,73600
2327,./models\v1_20241205-153344_7e41d077_73700.pth,111.26623628961163,73700
2328,./models\v1_20241205-153344_7e41d077_73800.pth,116.39778639379712,73800
2329,./models\v1_20241205-153344_7e41d077_73900.pth,133.35639994105833,73900
2330,./models\v1_20241205-153344_7e41d077_74000.pth,116.41022806283821,74000
2331,./models\v1_20241205-153344_7e41d077_74100.pth,91.42096308190783,74100
2332,./models\v1_20241205-153344_7e41d077_74200.pth,104.95172735720129,74200
2333,./models\v1_20241205-153344_7e41d077_74300.pth,102.5235384356356,74300
2334,./models\v1_20241205-153344_7e41d077_74400.pth,96.00209431598263,74400
2335,./models\v1_20241205-153344_7e41d077_74500.pth,116.9674796482236,74500
2336,./models\v1_20241205-153344_7e41d077_74600.pth,114.42535252753255,74600
2337,./models\v1_20241205-153344_7e41d077_74700.pth,110.23993949503136,74700
2338,./models\v1_20241205-153344_7e41d077_74800.pth,93.57598853340012,74800
2339,./models\v1_20241205-153344_7e41d077_74900.pth,101.7467354836849,74900
2340,./models\v1_20241205-153344_7e41d077_75000.pth,106.20075703603896,75000
2341,./models\v1_20241205-153344_7e41d077_75100.pth,91.75178994030215,75100
2342,./models\v1_20241205-153344_7e41d077_75200.pth,87.88328366288431,75200
2343,./models\v1_20241205-153344_7e41d077_75300.pth,95.78645200990934,75300
2344,./models\v1_20241205-153344_7e41d077_75400.pth,103.81331341317146,75400
2345,./models\v1_20241205-153344_7e41d077_75500.pth,104.2120973047171,75500
2346,./models\v1_20241205-153344_7e41d077_75600.pth,102.30916423193463,75600
2347,./models\v1_20241205-153344_7e41d077_75700.pth,92.97695814820072,75700
2348,./models\v1_20241205-153344_7e41d077_75800.pth,107.61705400163417,75800
2349,./models\v1_20241205-153344_7e41d077_75900.pth,103.29551825524557,75900
2350,./models\v1_20241205-153344_7e41d077_76000.pth,104.03703137191592,76000
2351,./models\v1_20241205-153344_7e41d077_76100.pth,108.75562830403825,76100
2352,./models\v1_20241205-153344_7e41d077_76200.pth,101.70108846793809,76200
2353,./models\v1_20241205-153344_7e41d077_76300.pth,102.30074433185254,76300
2354,./models\v1_20241205-153344_7e41d077_76400.pth,87.21703041927914,76400
2355,./models\v1_20241205-153344_7e41d077_76500.pth,94.24626108168573,76500
2356,./models\v1_20241205-153344_7e41d077_76600.pth,28.407510788624325,76600
2357,./models\v1_20241205-153344_7e41d077_76700.pth,87.8536383690255,76700
2358,./models\v1_20241205-153344_7e41d077_76800.pth,97.7675804609194,76800
2359,./models\v1_20241205-153344_7e41d077_76900.pth,106.7423140767005,76900
2360,./models\v1_20241205-153344_7e41d077_77000.pth,108.7055636925203,77000
2361,./models\v1_20241205-153344_7e41d077_77100.pth,113.3450645624389,77100
2362,./models\v1_20241205-153344_7e41d077_77200.pth,124.37803166786088,77200
2363,./models\v1_20241205-153344_7e41d077_77300.pth,114.80518502333028,77300
2364,./models\v1_20241205-153344_7e41d077_77400.pth,86.51478225493281,77400
2365,./models\v1_20241205-153344_7e41d077_77500.pth,-40.227822047749015,77500
2366,./models\v1_20241205-153344_7e41d077_77600.pth,93.4262284996299,77600
2367,./models\v1_20241205-153344_7e41d077_77700.pth,101.93918418098615,77700
2368,./models\v1_20241205-153344_7e41d077_77800.pth,116.52032897706145,77800
2369,./models\v1_20241205-153344_7e41d077_77900.pth,115.76292747266801,77900
2370,./models\v1_20241205-153344_7e41d077_78000.pth,124.895564322706,78000
2371,./models\v1_20241205-153344_7e41d077_78100.pth,108.25658752798233,78100
2372,./models\v1_20241205-153344_7e41d077_78200.pth,80.79968633960918,78200
2373,./models\v1_20241205-153344_7e41d077_78300.pth,114.58448965452929,78300
2374,./models\v1_20241205-153344_7e41d077_78400.pth,119.73425838117282,78400
2375,./models\v1_20241205-153344_7e41d077_78500.pth,124.87655037485116,78500
2376,./models\v1_20241205-153344_7e41d077_78600.pth,114.86532975346141,78600
2377,./models\v1_20241205-153344_7e41d077_78700.pth,121.57676571831995,78700
2378,./models\v1_20241205-153344_7e41d077_78800.pth,120.2176218556242,78800
2379,./models\v1_20241205-153344_7e41d077_78900.pth,104.29631267995923,78900
2380,./models\v1_20241205-153344_7e41d077_79000.pth,114.74735679107924,79000
2381,./models\v1_20241205-153344_7e41d077_79100.pth,128.64255437762208,79100
2382,./models\v1_20241205-153344_7e41d077_79200.pth,110.66866456673732,79200
2383,./models\v1_20241205-153344_7e41d077_79300.pth,108.11019428952527,79300
2384,./models\v1_20241205-153344_7e41d077_79400.pth,121.69913564259103,79400
2385,./models\v1_20241205-153344_7e41d077_79500.pth,118.10042513255978,79500
2386,./models\v1_20241205-153344_7e41d077_79600.pth,112.27691335232026,79600
2387,./models\v1_20241205-153344_7e41d077_79700.pth,109.45310770996774,79700
2388,./models\v1_20241205-153344_7e41d077_79800.pth,110.20411201829745,79800
2389,./models\v1_20241205-153344_7e41d077_79900.pth,110.6249395987785,79900
2390,./models\v1_20241205-153344_7e41d077_80000.pth,101.3691897234916,80000
2391,./models\v1_20241205-153344_7e41d077_80100.pth,103.73196814959836,80100
2392,./models\v1_20241205-153344_7e41d077_80200.pth,110.7480978149132,80200
2393,./models\v1_20241205-153344_7e41d077_80300.pth,109.36078215831206,80300
2394,./models\v1_20241205-153344_7e41d077_80400.pth,108.55365968433794,80400
2395,./models\v1_20241205-153344_7e41d077_80500.pth,110.4038431790108,80500
2396,./models\v1_20241205-153344_7e41d077_80600.pth,109.5213325870024,80600
2397,./models\v1_20241205-153344_7e41d077_80700.pth,107.84668728080597,80700
2398,./models\v1_20241205-153344_7e41d077_80800.pth,109.19269585374212,80800
2399,./models\v1_20241205-153344_7e41d077_80900.pth,117.50328262271069,80900
2400,./models\v1_20241205-153344_7e41d077_81000.pth,110.9178372273064,81000
2401,./models\v1_20241205-153344_7e41d077_81100.pth,112.08971396682598,81100
2402,./models\v1_20241205-153344_7e41d077_81200.pth,109.72011570645874,81200
2403,./models\v1_20241205-153344_7e41d077_81300.pth,117.99446879369385,81300
2404,./models\v1_20241205-153344_7e41d077_81400.pth,135.35081904792023,81400
2405,./models\v1_20241205-153344_7e41d077_81500.pth,132.8654193010421,81500
2406,./models\v1_20241205-153344_7e41d077_81600.pth,131.36310824794106,81600
